INSTANCE_NAME,IP,MACHINE_TYPE,CPU,MEMORY,DISK,STATUS,PROJECT,ENV,ENGAGEMENT,COST_CENTER,Running_hours
bert-transformer-train-gpu,10.143.32.2,custom-8-65536-ext,8,64.0 GB,50 GB,TERMINATED,eva-preprod,preprod,eva,hellojio-eva-prod,308
bert-transformer-train-gpu-1,10.143.32.3,custom-8-65536-ext,8,64.0 GB,50 GB,TERMINATED,,,,,
bert-transformer-train-gpu-4,10.143.32.4,custom-8-65536-ext,8,64.0 GB,50 GB,TERMINATED,,,,,
bert-transformer-train-gpu-5,10.143.32.5,custom-8-65536-ext,8,64.0 GB,50 GB,TERMINATED,,,,,
faq-prod-2,10.140.16.3,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-4,10.140.16.5,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-es-slave-1,10.140.8.6,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-es-slave-2,10.140.8.8,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-mongo-slave-1,10.140.8.3,f1-micro,1,0.599609375 GB,10 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-nginx-2,10.140.16.24,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-jioml-2-0-gke-ml-train-predict-pr-a2ce85e3-bz69,10.140.16.62,n2-standard-8,8,32.0 GB,100 GB,RUNNING,hellojio,prod,hellojio,hellojio-prod,720
gke-jioml-2-0-gke-ml-train-predict-pr-a2ce85e3-lk7m,10.140.31.194,n2-standard-8,8,32.0 GB,100 GB,RUNNING,hellojio,prod,hellojio,hellojio-prod,720
gke-jioml-2-0-gke-ml-train-predict-pr-a2ce85e3-safx,10.140.31.192,n2-standard-8,8,32.0 GB,100 GB,RUNNING,hellojio,prod,hellojio,hellojio-prod,720
gke-jioml-2-0-gke-trains-prod-ce8bb312-mwqs,10.140.31.193,n2-standard-16,16,64.0 GB,100 GB,RUNNING,hellojio,prod,hellojio,hellojio-prod,720
gke-jioml-2-0-prepro-ml-train-predict-1b74a013-9gq1,10.141.31.193,n2-standard-8,8,32.0 GB,100 GB,RUNNING,hellojio,preprod,hellojio,hellojio-preprod,308
gke-jioml-2-0-preprod--trains-preprod-3f302ffd-8ihx,10.141.31.195,n2-standard-8,8,32.0 GB,100 GB,RUNNING,hellojio,preprod,hellojio,hellojio-preprod,308
hellojio-preprod-redis-sentinal-2,10.141.8.21,n2-standard-8,8,32.0 GB,50 GB,RUNNING,hellojio,preprod,hellojio,hellojio-preprod,308
hellojio-prod-redis-sentinal-2,10.140.8.11,n2-standard-8,8,32.0 GB,50 GB,RUNNING,hellojio,prod,hellojio,hellojio-prod,720
hellojio-prod-sparkml-2,10.140.16.8,n2-standard-8,8,32.0 GB,50 GB,RUNNING,hellojio,prod,hellojio,hellojio-prod,720
jiogames-prod-publisher-gpu-v1-1lsf,10.146.1.97,n1-standard-8,8,30.0 GB,200 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogames-prod-publisher-gpu-v1-fph0,10.146.1.48,n1-standard-8,8,30.0 GB,200 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogames-stage-publisher-gpu-v1-7nhq,10.147.1.59,n1-standard-2,2,7.5 GB,200 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
adextend-admin,10.3.2.33,e2-highcpu-2,2,2.0 GB,50 GB,TERMINATED,jioengage,prod,adextend,bigticket-prod,720
adextend-admin-dev,10.2.3.5,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,dev,adextend,bigticket-dev,308
adextend-mongo-master,10.3.1.12,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,adextend,bigticket-prod,720
adextend-mongo-replica,10.3.1.13,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,adextend,bigticket-prod,720
adextend-redis,10.3.4.21,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,adextend,bigticket-prod,720
adextend-sc-1,10.3.16.181,e2-highcpu-2,2,2.0 GB,50 GB,RUNNING,jioengage,prod,adextend,bigticket-prod,720
adextend-sc-2,10.3.16.182,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,adextend,bigticket-prod,720
adxtend-predict-01,10.6.1.2,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,prod,datascience,datascience-prod,720
adxtend-train,10.6.1.3,n2-standard-16,16,64.0 GB,50 GB,RUNNING,datascience,prod,datascience,datascience-prod,720
analytics-poc-1,10.11.2.10,n1-standard-4,4,15.0 GB,200 GB,TERMINATED,analytics,dev,analytics,anaytics-prod,308
analytics-poc-2,10.11.2.11,n1-standard-4,4,15.0 GB,200 GB,RUNNING,analytics,dev,analytics,anaytics-prod,308
ansible-backup,10.3.5.7,n2-custom-2-4096,2,4.0 GB,200 GB,RUNNING,,dev,,,308
bigboss-dev,10.2.3.4,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,dev,bigboss,brand-dev,308
bingo-dev,10.2.3.9,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,dev,bingo,brand-dev,308
cadbury-vday-dev,10.2.3.10,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,dev,cadbury,brand-dev,308
cds-jiogames-admin,10.7.2.3,n2-custom-2-4096,2,4.0 GB,200 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
cds-jiogames-appserver-1,10.7.1.6,n2-highcpu-2,2,2.0 GB,50 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
cds-jiogames-appserver-2,10.7.1.7,n2-highcpu-2,2,2.0 GB,50 GB,TERMINATED,jcn,prod,coupon,jcn-prod,720
cds-jiogames-dev,10.2.3.32,e2-medium,2,4.0 GB,100 GB,RUNNING,jcn,dev,coupon,jcn-dev,308
cds-jiogames-mongo-master-1,10.7.3.4,n2-custom-2-4096,2,4.0 GB,150 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
cds-jiogames-mongo-replica-1,10.7.3.5,n2-custom-2-4096,2,4.0 GB,150 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
cds-jiogames-redis-rabbitmq,10.7.5.3,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
cds-recharge-prod-api,10.3.16.18,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jcn,prod,coupon,jcn-prod,720
cellbot-test,10.140.16.6,n2-standard-2,2,8.0 GB,250 GB,TERMINATED,analytics,prod,analytics,anaytics-prod,720
central-admin,10.3.2.3,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,common,bigticket-prod,720
central-admin-dev,10.2.3.6,e2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,jioengage,prod,central,bigticket-prod,720
central-buckets,10.2.3.66,e2-medium,2,4.0 GB,10 GB,TERMINATED,,,,,
central-rabbitmq,10.3.3.3,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,common,bigticket-prod,720
central-redis,10.3.4.2,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,common,bigticket-prod,720
coupon-dev,10.2.3.8,e2-standard-4,4,16.0 GB,100 GB,RUNNING,jcn,dev,coupon,jcn-dev,308
coupon-grafana,10.3.18.178,n2-highcpu-8,8,8.0 GB,100 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-monitoring,10.3.18.151,n2-standard-4,4,16.0 GB,100 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-preprod,10.2.3.236,e2-standard-4,4,16.0 GB,100 GB,RUNNING,jcn,dev,coupon,jcn-dev,308
coupon-prod-admin,10.3.2.40,n2-standard-4,4,16.0 GB,300 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-prod-api-1,10.3.16.189,n2-standard-8,8,32.0 GB,100 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-prod-api-2,10.3.17.162,n2-standard-8,8,32.0 GB,100 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-prod-api-3,10.3.17.163,n2-standard-8,8,32.0 GB,100 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-prod-api-4,10.3.17.164,n2-standard-8,8,32.0 GB,100 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-prod-assignment-server,10.3.2.192,n2-custom-8-16384,8,16.0 GB,100 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-prod-mongo-master,10.3.1.17,n2-standard-32,32,128.0 GB,350 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-prod-mongo-replica,10.3.1.18,n2-standard-32,32,128.0 GB,350 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-prod-mongo-replica-2,10.3.1.33,n2-standard-32,32,128.0 GB,350 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-prod-mongo-replica-3,10.3.1.34,n2-standard-32,32,128.0 GB,200 GB,TERMINATED,jcn,prod,coupon,jcn-prod,720
coupon-qa,10.2.3.63,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,dev,coupon,jcn-dev,308
coupon-redis-rabbitmq,10.3.3.18,n2-highmem-16,16,128.0 GB,300 GB,RUNNING,jcn,prod,coupon,jcn-prod,720
coupon-search,10.2.3.65,e2-standard-4,4,16.0 GB,50 GB,RUNNING,jcn,dev,coupon,jcn-dev,308
coupon-stage-app,10.2.3.20,e2-custom-2-4096,2,4.0 GB,100 GB,RUNNING,jcn,dev,coupon,jcn-prod,308
datascience-dev-bastion,10.5.2.3,e2-small,2,2.0 GB,50 GB,TERMINATED,datascience,dev,datascience,datascience-dev,308
datascience-prod-bastion,10.6.2.2,e2-small,2,2.0 GB,50 GB,RUNNING,datascience,prod,datascience,datascience-prod,720
devops-testing,10.2.3.235,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,dev,devops,devops,308
diy-dev-app,10.2.3.24,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,dev,diy,bigticket-dev,308
ds-dev-2,10.5.1.8,n2-highcpu-64,64,64.0 GB,50 GB,TERMINATED,datascience,dev,datascience,datascience-dev,308
ds-dev-gpu,10.6.1.17,custom-6-32768,6,32.0 GB,200 GB,TERMINATED,datascience,dev,datascience,datascience-dev,308
ds-dev1,10.5.1.3,e2-standard-8,8,32.0 GB,200 GB,TERMINATED,datascience,dev,datascience,datascience-dev,308
ds-prod,10.6.1.19,n2-custom-8-49152,8,48.0 GB,200 GB,RUNNING,datascience,prod,datascience,datascience-prod,720
ds-speech-1,10.5.1.4,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,dev,datascience,datascience-dev,308
engage-admin-vm,10.3.2.24,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,common,devops,720
engage-jenkins-1,10.2.3.37,n2-custom-4-8192,4,8.0 GB,60 GB,TERMINATED,jioengage,dev,jenkins-pipeline,devops,308
engage-jenkins-ansible,10.2.3.47,n2-standard-2,2,8.0 GB,30 GB,TERMINATED,jioengage,dev,jenkins-pipeline,devops,308
engage-logs,10.3.16.12,n2-custom-4-8192,4,8.0 GB,3072 GB,RUNNING,jioengage,prod,common,brand-prod,720
engage-rewards-appserver-1,10.3.16.188,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engage-rewards,jcn-prod,720
engage-rewards-appserver-2,10.3.17.20,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engage-rewards,jcn-prod,720
engage-rewards-appserver-3,10.3.17.21,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engage-rewards,jcn-prod,720
engage-rewards-appserver-4,10.3.17.22,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engage-rewards,jcn-prod,720
engage-rewards-appserver-5,10.3.17.23,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engage-rewards,jcn-prod,720
engage-rewards-rabbitmq,10.3.3.17,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,engage-rewards,jcn-prod,720
engage-rewards-redis,10.3.4.28,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,engage-rewards,jcn-prod,720
engagement-1-admin-1,10.3.2.18,e2-small,2,2.0 GB,50 GB,TERMINATED,jioengage,prod,engagement-1,brand-prod,720
engagement-1-admin-2,10.3.2.19,e2-small,2,2.0 GB,50 GB,RUNNING,jioengage,prod,engagement-1,brand-prod,720
engagement-1-admin-3,10.3.2.20,e2-small,2,2.0 GB,50 GB,TERMINATED,jioengage,prod,engagement-1,brand-prod,720
engagement-1-appserver-1,10.3.16.7,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engagement-1,brand-prod,720
engagement-1-appserver-2,10.3.16.24,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engagement-1,brand-prod,720
engagement-1-rabbitmq,10.3.3.8,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,engagement-1,brand-prod,720
engagement-1-redis-1,10.3.4.11,e2-small,2,2.0 GB,30 GB,TERMINATED,jioengage,prod,engagement-1,brand-prod,720
engagement-1-redis-2,10.3.4.12,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,engagement-1,brand-prod,720
engagement-1-redis-3,10.3.4.13,e2-small,2,2.0 GB,30 GB,TERMINATED,jioengage,prod,engagement-1,brand-prod,720
engagement-2-admin-1,10.3.2.21,n2-highcpu-2,2,2.0 GB,50 GB,RUNNING,jioengage,prod,engagement-2,brand-prod,720
engagement-2-admin-2,10.3.2.22,e2-small,2,2.0 GB,50 GB,RUNNING,jioengage,prod,engagement-2,brand-prod,720
engagement-2-admin-3,10.3.2.23,e2-small,2,2.0 GB,50 GB,TERMINATED,jioengage,prod,engagement-2,brand-prod,720
engagement-2-appserver-1,10.3.16.8,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engagement-2,brand-prod,720
engagement-2-appserver-2,10.3.16.11,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engagement-2,brand-prod,720
engagement-2-rabbitmq,10.3.3.9,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,engagement-2,brand-prod,720
engagement-2-redis-1,10.3.4.14,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,engagement-2,brand-prod,720
engagement-2-redis-2,10.3.4.15,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,engagement-2,brand-prod,720
engagement-2-redis-3,10.3.4.16,e2-small,2,2.0 GB,30 GB,TERMINATED,jioengage,prod,engagement-2,brand-prod,720
engagement-3-admin-1,10.3.2.27,e2-small,2,2.0 GB,50 GB,TERMINATED,jioengage,prod,engagement-3,brand-prod,720
engagement-3-admin-2,10.3.2.28,e2-small,2,2.0 GB,50 GB,TERMINATED,jioengage,prod,engagement-3,brand-prod,720
engagement-3-admin-3,10.3.2.29,e2-small,2,2.0 GB,50 GB,RUNNING,jioengage,prod,engagement-3,brand-prod,720
engagement-3-appserver-1,10.3.16.17,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engagement-3,brand-prod,720
engagement-3-appserver-2,10.3.16.25,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engagement-3,brand-prod,720
engagement-3-rabbitmq,10.3.3.11,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,engagement-3,brand-prod,720
engagement-3-redis-1,10.3.4.17,n2-standard-2,2,8.0 GB,30 GB,TERMINATED,jioengage,prod,engagement-3,brand-prod,720
engagement-3-redis-2,10.3.4.18,e2-small,2,2.0 GB,30 GB,TERMINATED,jioengage,prod,engagement-3,brand-prod,720
engagement-3-redis-3,10.3.4.19,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,engagement-3,brand-prod,720
engagement-4-admin-1,10.3.2.43,e2-small,2,2.0 GB,50 GB,RUNNING,jioengage,prod,engagement-4,brand-prod,720
engagement-4-admin-2,10.3.2.44,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engagement-4,brand-prod,720
engagement-4-admin-3,10.3.2.45,e2-small,2,2.0 GB,50 GB,RUNNING,jioengage,prod,engagement-4,brand-prod,720
engagement-4-appserver-1,10.3.17.24,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engagement-4,brand-prod,720
engagement-4-appserver-2,10.3.17.25,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,engagement-4,brand-prod,720
engagement-4-rabbitmq-1,10.3.3.19,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,engagement-4,brand-prod,720
engagement-4-redis-1,10.3.4.30,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,engagement-4,brand-prod,720
engagement-4-redis-2,10.3.4.31,e2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,engagement-4,brand-prod,720
engagement-4-redis-3,10.3.4.32,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,engagement-4,brand-prod,720
engagement-mongo-1,10.3.1.4,n2-standard-8,8,32.0 GB,300 GB,RUNNING,jioengage,prod,common-mongo,brand-prod,720
engagement-mongo-2,10.3.1.5,n2-standard-8,8,32.0 GB,150 GB,RUNNING,jioengage,prod,common-mongo,brand-prod,720
eva-jenkins-1-vm,10.143.16.36,n2-standard-4,4,16.0 GB,50 GB,RUNNING,eva-preprod,preprod,eva,hellojio-eva-prod,308
ey-audit,10.3.17.182,n2-highmem-8,8,64.0 GB,1024 GB,TERMINATED,jioengage,prod,common,bigticket-prod,720
faceswap-1,10.6.1.4,e2-standard-8,8,32.0 GB,50 GB,RUNNING,datascience,prod,datascience,datascience-prod,720
faceswap-10,10.6.1.13,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,prod,datascience,datascience-prod,720
faceswap-2,10.6.1.5,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,prod,datascience,datascience-prod,720
faceswap-3,10.6.1.14,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,prod,datascience,datascience-prod,720
faceswap-4,10.6.1.8,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,prod,datascience,datascience-prod,720
faceswap-5,10.6.1.9,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,prod,datascience,datascience-prod,720
faceswap-6,10.6.1.15,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,prod,datascience,datascience-prod,720
faceswap-7,10.6.1.10,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,prod,datascience,datascience-prod,720
faceswap-8,10.6.1.11,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,prod,datascience,datascience-prod,720
faceswap-9,10.6.1.12,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,datascience,prod,datascience,datascience-prod,720
fantasy-admin-dev,10.2.3.12,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,dev,fantasy,bigticket-dev,308
faq-prod-1,10.140.16.2,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-3,10.140.16.4,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-es-master-1,10.140.8.5,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-es-master-2,10.140.8.7,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-mongo-master,10.140.8.2,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-mongo-slave-2,10.140.8.4,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-prod-nginx-1,10.140.16.23,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
faq-stage,10.142.16.2,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,stage,hellojio-eva,hellojio-eva-prod,308
faq-stage-es,10.142.8.2,f1-micro,1,0.599609375 GB,50 GB,TERMINATED,hellojio,stage,hellojio-eva,hellojio-eva-prod,308
feed-server,10.3.2.4,e2-small,2,2.0 GB,50 GB,RUNNING,jioengage,prod,common,bigticket-prod,720
gameswatch-logger-dev,10.148.1.48,e2-medium,2,4.0 GB,30 GB,RUNNING,jiogames,dev,watch,jiowatch-dev,308
gameswatch-logger-prod,10.146.1.123,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
gameswatch-logger-stage,10.147.1.62,e2-small,2,2.0 GB,30 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
generation-1,10.2.3.213,g1-small,1,1.69921875 GB,30 GB,RUNNING,jioengage,dev,test,brand-dev,308
gke-hellojio-eva-pro-intent-predict-n-6f0e9d0b-7iv4,10.100.0.86,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-intent-predict-n-6f0e9d0b-91y6,10.100.0.38,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-intent-predict-n-6f0e9d0b-df6j,10.100.0.8,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-intent-predict-n-6f0e9d0b-qqb1,10.100.0.44,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-intent-predict-n-6f0e9d0b-r89h,10.100.0.37,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-intent-predict-n-6f0e9d0b-tpdj,10.100.0.41,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-intent-predict-n-6f0e9d0b-z9ll,10.100.0.46,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-nerpredict-nodep-e240a128-0m2z,10.100.0.6,n2-custom-8-15360,8,15.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-nerpredict-nodep-e240a128-855x,10.100.0.64,n2-custom-8-15360,8,15.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-nerpredict-nodep-e240a128-8fh9,10.100.0.9,n2-custom-8-15360,8,15.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-nerpredict-nodep-e240a128-h3qp,10.100.0.12,n2-custom-8-15360,8,15.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-nerpredict-nodep-e240a128-mfqr,10.100.0.92,n2-custom-8-15360,8,15.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-nerpredict-nodep-e240a128-mxfv,10.100.0.98,n2-custom-8-15360,8,15.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-hellojio-eva-pro-nerpredict-nodep-e240a128-tmf8,10.100.0.15,n2-custom-8-15360,8,15.0 GB,100 GB,RUNNING,hellojio,prod,hellojio-eva,hellojio-eva-prod,720
gke-jcpa-k8s-private-cl-jcpa-nodepool-1fae5824-20qf,10.3.16.143,e2-medium,2,4.0 GB,30 GB,RUNNING,,prod,,,720
gke-jcpa-k8s-private-cl-jcpa-nodepool-1fae5824-jfcx,10.3.16.144,e2-medium,2,4.0 GB,30 GB,RUNNING,,prod,,,720
gke-jcpa-k8s-private-cl-jcpa-nodepool-1fae5824-wt29,10.3.16.145,e2-medium,2,4.0 GB,30 GB,RUNNING,,prod,,,720
gke-jioeva-dev-gke-s-intentpredict-no-5226de95-fbcy,10.101.0.73,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-dev-gke-s-intentpredict-no-5226de95-hwfw,10.101.0.77,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-dev-gke-s-intentpredict-no-5226de95-qiab,10.101.0.54,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-dev-gke-s-nerpredict-nodep-c85d16ac-26hk,10.101.0.72,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-dev-gke-s-nerpredict-nodep-c85d16ac-93i7,10.101.0.62,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-dev-gke-s-nerpredict-nodep-c85d16ac-vndx,10.101.0.17,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-preprod-g-intentpredict-no-bc4d5b66-36u2,10.143.16.74,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-preprod-g-intentpredict-no-bc4d5b66-k0zb,10.143.16.27,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-preprod-g-intentpredict-no-bc4d5b66-oyyv,10.143.16.52,n2-custom-8-53248,8,52.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-preprod-g-nerpredict-nodep-13b2aac0-8ycp,10.143.16.21,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-preprod-g-nerpredict-nodep-13b2aac0-vx31,10.143.16.64,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-preprod-g-nerpredict-nodep-13b2aac0-wxto,10.143.16.71,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-replica-g-intentpredict-no-08ab1e96-4lh7,10.143.16.81,n2-custom-8-55296,8,54.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-replica-g-intentpredict-no-08ab1e96-6zf8,10.143.16.91,n2-custom-8-55296,8,54.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-replica-g-intentpredict-no-08ab1e96-kb9x,10.143.16.84,n2-custom-8-55296,8,54.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
gke-jioeva-replica-g-nerpredict-nodep-9e0ccf30-ktz9,10.143.16.20,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,hellojio,preprod,eva,eva-preprod,308
